226,10,-8,83.66888427734375
258,25,-7,31.993120193481445
246,19,-10,79.91283416748047
228,12,-5,32.02867889404297
257,24,-21,11.45264720916748
263,27,-28,72.17901611328125
248,21,-19,36.05170440673828
219,8,-23,48.43147659301758
250,22,-22,13.386223793029785
259,26,-17,51.19612121582031
227,12,-28,40.66304016113281
222,9,-30,13.612284660339355
200,0,-12,13.89241886138916
260,26,-22,35.6585693359375
279,32,-28,86.62894439697266
251,22,-16,11.732157707214355
208,3,-24,50.060794830322266
217,7,-12,31.759946823120117
230,13,-7,22.1170597076416
238,15,-43,84.6201171875
293,42,-18,40.54655838012695
218,7,-3,22.19407844543457
274,30,-18,43.97066879272461
280,32,-7,32.03893280029297
210,5,-19,71.9958267211914
253,23,-30,59.3297233581543
242,17,-40,13.631392478942871
232,14,-45,19.37635612487793
243,18,-41,63.3125114440918
229,13,-23,14.481197357177734
211,5,-42,82.57115173339844
281,32,-19,80.64059448242188
225,9,-16,15.324564933776855
272,29,-35,22.2294864654541
213,6,-39,41.90849685668945
269,28,-27,14.137568473815918
100,-2,-44,81.12687683105469
212,6,-35,13.138827323913574
261,27,-32,22.895456314086914
234,14,-42,12.84449291229248
231,13,-40,25.638248443603516
241,17,-42,43.70111083984375
101,0,-29,87.23811340332031
215,7,-34,59.66061019897461
93,-1,-5,79.98847198486328
220,9,-37,40.80402374267578
205,2,-46,36.804718017578125
275,30,-14,24.87441062927246
278,31,-8,26.64935874938965
265,27,-16,82.44249725341797
270,28,-15,34.556819915771484
284,35,-27,67.08610534667969
233,14,-44,42.02456283569336
209,5,-29,48.83063888549805
235,14,-41,28.901290893554688
287,36,-21,30.41335678100586
297,42,-9,85.66022491455078
271,28,-22,86.7315673828125
244,18,-40,36.31998825073242
282,33,-28,13.525633811950684
286,36,-28,16.847105026245117
291,40,-32,66.83238983154297
262,27,-31,86.27572631835938
237,15,-44,54.82546615600586
240,17,-44,86.28564453125
204,1,-43,84.38851928710938
298,43,-34,14.915339469909668
239,15,-42,40.63357162475586
267,27,-23,71.80070495605469
301,44,-26,77.8700180053711
294,42,-13,70.16206359863281
302,44,-4,37.319515228271484
285,35,-13,54.809940338134766
254,23,-18,76.33120727539062
255,23,-16,77.8700180053711
256,24,-37,82.51042938232422
264,27,-22,47.08293533325195
249,22,-30,12.2789945602417
277,31,-25,51.096927642822266
273,30,-29,24.55620765686035
296,42,-11,39.09247589111328
295,42,-12,64.69889831542969
288,36,-20,86.44417572021484
299,43,-19,11.716044425964355
266,27,-5,20.490541458129883
247,21,-25,40.2448844909668
223,9,-25,59.15950393676758
276,31,-29,40.60041809082031
252,23,-38,69.07865905761719
216,7,-31,82.95545959472656
224,9,-19,82.57115173339844
236,15,-45,30.69997215270996
305,46,-6,27.28424072265625
303,46,-35,22.536876678466797
290,38,-38,47.84684371948242
300,44,-34,30.155406951904297
304,46,-18,84.67373657226562
289,40,-33,84.38851928710938
245,19,-27,55.11970138549805
221,9,-31,39.47483444213867
207,3,-41,16.02935218811035
206,3,-44,11.489306449890137
214,7,-38,18.2211856842041
292,41,-3,63.50624465942383
