371,23,18,26.287511825561523
386,8,15,13.459799766540527
390,16,3,17.386072158813477
395,21,6,18.260095596313477
387,9,17,15.512190818786621
349,13,22,31.23305320739746
392,17,10,21.649656295776367
374,34,22,30.444669723510742
339,41,35,50.8184814453125
321,30,30,78.89495086669922
332,37,36,68.90306091308594
315,28,37,76.42448425292969
327,34,30,80.9429702758789
372,24,15,40.823116302490234
322,31,39,85.70857238769531
402,33,6,21.033411026000977
379,47,19,45.14969253540039
384,7,38,11.673251152038574
316,28,38,75.65763092041016
333,38,45,55.13520812988281
360,18,24,43.1159553527832
391,16,19,12.010668754577637
359,17,17,41.41407775878906
366,21,14,31.52760887145996
357,16,30,50.5144157409668
354,16,15,39.52591323852539
375,37,22,40.67165756225586
364,20,20,35.58778381347656
373,28,18,25.43943977355957
353,15,13,41.117088317871094
351,14,28,33.83076095581055
355,16,16,32.00430679321289
382,6,12,13.292143821716309
394,20,4,13.228384971618652
369,23,14,32.30606460571289
403,45,5,13.2645845413208
398,26,20,20.961265563964844
363,19,37,29.265438079833984
399,27,17,20.35933494567871
352,14,40,32.361690521240234
350,14,15,40.10359191894531
393,17,22,11.83155345916748
331,37,25,65.93466186523438
306,24,29,86.34715270996094
317,29,30,78.42375183105469
318,29,31,86.1788330078125
406,47,9,16.918210983276367
400,29,7,17.85447120666504
397,22,2,12.90124797821045
370,23,17,36.93959045410156
343,45,24,51.60824966430664
405,45,10,13.56482982635498
356,16,20,36.993404388427734
361,18,32,30.67613410949707
309,27,30,85.95661926269531
336,40,29,62.428035736083984
346,46,31,51.26618576049805
345,45,36,60.41422653198242
323,31,41,84.90262603759766
314,28,27,78.63333129882812
367,21,36,26.7801570892334
389,10,24,14.009676933288574
328,34,41,64.39875030517578
376,38,14,26.568750381469727
341,42,35,49.406978607177734
308,26,31,86.01354217529297
377,38,22,35.84284591674805
319,29,47,83.22392272949219
340,41,44,53.701236724853516
312,27,40,77.2315673828125
348,47,47,66.88407135009766
325,32,45,77.05126190185547
329,34,43,54.21961975097656
338,41,31,67.00797271728516
310,27,33,76.63745880126953
326,33,25,78.67577362060547
383,6,44,12.3831205368042
313,27,42,82.35073852539062
311,27,39,86.77326965332031
358,16,43,35.92573547363281
401,32,20,15.70628547668457
330,35,30,68.80785369873047
407,47,11,23.151735305786133
320,30,28,85.02633666992188
396,21,20,17.98699378967285
337,40,41,58.64065170288086
334,39,44,54.17324447631836
324,32,38,85.7995376586914
307,25,40,76.64637756347656
385,7,42,15.330866813659668
368,22,14,39.18572235107422
365,20,45,39.020286560058594
388,9,41,13.228384971618652
362,18,34,44.896583557128906
344,45,35,51.116817474365234
347,47,24,67.9384536743164
335,39,46,64.48157501220703
342,42,42,69.47403717041016
283,33,0,65.32986450195312
404,45,7,13.405978202819824
378,47,13,40.77226257324219
